id,country_id,start_date,name,caretaker,wikipedia,data_source,description,comment,previous_cabinet_id,previous_parliament_election_id,previous_ep_election_id,old_countryID,old_cabID
1050,62,2001-06-04,Racan II,0,http://en.wikipedia.org/wiki/Cabinet_of_Ivica_Ra%C4%8Dan_I,conrad,"Cabinet continued on 4 June 2001 after a change in party composition.
Cabinet resigned on 5 July 2002 following intra-party conflict.",,1049,797,,,
1051,62,2002-07-30,Racan III,0,http://en.wikipedia.org/wiki/Cabinet_of_Ivica_Ra%C4%8Dan_II,conrad,"Cabinet won an investiture vote (yes: 84, no: 47, abstain: 1) on 30 July 2002.
Cabinet ended with election on 23 November 2003.",,1050,797,,,
1052,62,2003-12-23,Sanader I,0,http://en.wikipedia.org/wiki/Cabinet_of_Ivo_Sanader_I,conrad,"Cabinet won an investiture vote (yes: 88, no: 29, abstain: 14) on 23 December 2003.
Cabinet ended on 10 February 2006 after Demokratski centar (DC) withdrew from the coalition.",,1051,795,,,
1053,62,2006-02-11,Sanader II,0,http://en.wikipedia.org/wiki/Cabinet_of_Ivo_Sanader_II,conrad,"Cabinet continued on 10 February 2006 after a change in party composition.
Cabinet ended with election on 25 November 2007.",,1052,795,,,
1054,62,2008-01-12,Sanader III,0,http://en.wikipedia.org/wiki/Cabinet_of_Ivo_Sanader_II,"conrad, reuters","Cabinet won an investiture vote (yes: 82, no: 62) on 12 January 2008.
Cabinet ended with the resignation of PM Sanander on 1 July 2009.",,1053,793,,,
1055,62,2009-07-06,Kosor I,0,http://en.wikipedia.org/wiki/Cabinet_of_Jadranka_Kosor,"afp, hina","Cabinet won an investiture vote (yes: 83, no: 45) on 6 July 2009.
Cabinet ended on 10 July 2010 after the Croatian Social Liberal Party (HSLS) withdrew from the coalition.",,1054,793,,,
1056,62,2011-12-23,Milanovic,0,http://en.wikipedia.org/wiki/Cabinet_of_Zoran_Milanovi%C4%87,hina,"Cabinet won an investiture vote on 23 December 2011 (yes: 89, no: 28, abstain: 12).
Cabinet ended with election on 8 November 2015. ",,1057,792,,,
1057,62,2010-07-10,Kosor II,0,http://en.wikipedia.org/wiki/Cabinet_of_Jadranka_Kosor,reuters,"Cabinet continued on 10 July 2010 after a change in party composition.
Cabinet ended with election on 23 December 2011.",,1055,793,,,
1058,10,2013-05-29,Oresharski,1,http://en.wikipedia.org/wiki/Oresharski_Government,"afp, reuters","Caretaker cabinet (technocrat) won an investiture vote (yes: 119, no: 98) on 29 May 2013.
Minority cabinet was supported by Attack (A).
Cabinet resigned on 23 July 2014.",,1045,799,432,,
1059,56,2013-05-23,Gunnlaugsson,0,https://en.wikipedia.org/wiki/Sigmundur_Dav%C3%AD%C3%B0_Gunnlaugsson,reuters,"Cabinet took office on 23 Mai 2013.
PM Gunnlaugsson resigned on 6 April 2016 over financial irregularities.",,651,798,,,
1060,41,2013-06-25,Samaras II,0,https://en.wikipedia.org/wiki/Cabinet_of_Antonis_Samaras,ejpr,"Cabinet continued on 25 June 2013 and PASOK replaced its non-partisan ministers with high profile party members.
Cabinet lost a presidential election (yes: 168) on 29 December 2014 and ended with election on 25 January 2015. ",,1040,784,264,,
1061,33,2013-06-27,Rudd II,0,http://en.wikipedia.org/wiki/Second_Rudd_Ministry,reuters,"Cabinet continued under new PM Rudd appointed on 27 June 2013.
Cabinet ended with election on 7 September 2013.",,108,246,,,
1062,68,2013-07-10,Rusnok,1,http://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_Rusnok%27s_Cabinet,reuters,"PM Rusnok and the cabinet were appointed on 10 July 2013.
Cabinet lost an investiture vote (yes: 93; no: 100) on 7 August and resigned on 13 August.
Cabinet ended with an early election on 25 October 2013.",,1030,599,516,,
1063,7,2013-07-11,Juncker V,1,http://en.wikipedia.org/wiki/Jean-Claude_Juncker,reuters,"Continuation caretaker cabinet remained in office after the resignation of PM Juncker  on 11 July 2013.
Cabinet ended with election on 20 October 2013.",Three month rule: cabinet remains in office for more than three month after the resignation.,601,172,662,,
1064,51,2013-02-28,Anastasiades I,0,https://en.wikipedia.org/wiki/First_Anastasiades_government,"afp, reuters","President Anastasiades and cabinet were appointed on 28 Februrary 2013.
Cabinet ended on 27 February 2014 after DIKO withdrew its support over disagreement on peace talks with Turkish Cypriots.",,920,701,28,,
1065,9,2013-10-16,Solberg I,0,http://en.wikipedia.org/wiki/Solberg's_Cabinet,"parall, reuters","Cabinet was appointed on 16 October 2013. 
Minority cabinet was supported by Liberal Party (V) and Christian Democratic Party (KrF) through a support agreement.
Cabinet ended with election on 9 September 2017.",,551,801,,,
1066,33,2013-09-18,Abbott,0,http://en.wikipedia.org/wiki/Cabinet_of_Australia#Current_Cabinet,reuters,"Cabinet was sworn in on 18 September 2013.
Cabinet ended on 14 September 2015 after PM Abbott lost a party vote. ",,1061,804,,,
1067,63,1975-09-19,Pinheiro de Azevedo,1,http://en.wikipedia.org/wiki/Jos%C3%A9_Baptista_Pinheiro_de_Azevedo,nyt,"Caretaker cabinet formed after Portuguese Constituent Assembly election in 1975.
Cabinet was sworn in on 19 September 1975.
Cabinet ended with election on 25 April 1976.
",,1477,247,,,
1068,26,2013-11-18,Letta II,0,http://en.wikipedia.org/wiki/Letta_Cabinet,reuters,"Cabinet continued on 18 November 2013 after a change in party composition and won confidence votes on 11 December (yes: 379, no: 212 [lower house]; yes: 173, no: 127 [upper house]).
PM Letta resigned on 14 February 2014 after losing the support of his party over a lack of economic reforms.","Constitutation of New Centre-Right (NCD) party group on 18 November 2013 used for date of cabinet change.
Continuation of cabinet parties (except PdL) is assumed. ",1048,789,549,,
1069,7,2013-12-04,Bettel I,0,http://en.wikipedia.org/wiki/Xavier_Bettel,reuters,"Cabinet was appointed on 4 December 2013.
Cabinet ended with election on 14 October 2018.",,1063,803,662,,
1070,59,2013-12-16,Faymann II,0,http://en.wikipedia.org/wiki/Faymann_cabinet,reuters,"Cabinet was appointed on 16 December 2013.
PM Faymann resigned on 9 May 2016 after losing the support of his party.",,268,802,232,,
1071,54,2013-12-17,Merkel III,0,http://en.wikipedia.org/wiki/Third_Merkel_cabinet,reuters,"PM Merkel won an investiture vote (yes: 462, no: 150, abstain: 9) on 17 December 2013.
Cabinet ended with election on 24 September 2017.",,472,800,231,,
1072,68,2014-01-17,Sobotka,0,http://en.wikipedia.org/wiki/Bohuslav_Sobotka%27s_Cabinet,reuters,"PM Sobotka was appointed on 17 January 2014 and the cabinet on 29 January.
Cabinet won an investiture vote on 18 February (yes: 110; no: 38).
Cabinet ended with regular election on 21 October 2017.",,1062,805,516,,
1073,55,2014-01-22,Straujuma I,0,http://en.wikipedia.org/wiki/Straujuma_cabinet,reuters,"PM Straujuma and the cabinet were appointed on 22 January 2014.
Cabinet ended with election on 4 October 2014.",,971,765,302,,
1074,21,2014-02-03,Thorning-Schmidt II,0,http://da.wikipedia.org/wiki/Regeringen_Helle_Thorning-Schmidt_II,"afp, dr, reuters","Cabinet continued on 3 February 2014 after a change in party composition.
Minority cabinet was supported by Socialist Peoples Party (SF), Red-Green Alliance (Enh) and 3 MPs from Greenland and Faroe Islands.
Cabinet ended with resignation of PM Thorning-Schmidt on 19 June 2015 following electoral defeat. ",,970,722,309,,
1075,20,2011-07-06,Erdogan III,0,http://en.wikipedia.org/wiki/Cabinet_Erdo%C4%9Fan_III,reuters,"Cabinet was appointed on 6 July 2011.
Cabinet ended on 28 August 2014 after PM Erdogan was elected as president.",,1076,806,,,
1076,20,2007-08-29,Erdogan II,0,http://en.wikipedia.org/wiki/Cabinet_Erdo%C4%9Fan_II,"reuters, sonntag","Cabinet was appointed on 29 August 2007.
Cabinet ended with election on 14 June 2011 and resigned on 6 July 2011.
",,1077,807,,,
1077,20,2003-03-14,Erdogan I,0,http://en.wikipedia.org/wiki/Cabinet_Erdo%C4%9Fan_I,"reuters, sonntag","Cabinet was appointed on 14 March 2003.
Cabinet ended with election on 22 July 2007 and resigned on 29 August 2007.",,1078,808,,,
1078,20,2002-11-16,Gul,0,http://en.wikipedia.org/wiki/Cabinet_G%C3%BCl,"reuters, sonntag",PM Gul was appointed on 16 November 2002 and the cabinet two days later.,,1101,808,,,
1079,26,2014-02-22,Renzi,0,http://en.wikipedia.org/wiki/Renzi_Cabinet,reuters,"PM Renzi was appointed on 22 February 2014 and the cabinet won confidence votes on 25 February (yes: 378, no: 220 [lower house]; yes: 169, no: 139 [upper house]). 
Cabinet ended on 12 December 2016 after PM Renzi lost a referendum. ",,1068,789,549,,
1080,34,1955-07-26,Sharett III,1,http://en.wikipedia.org/wiki/Sixth_government_of_Israel,knesset,"Minority cabinet was supported by Hakla'ut Ufituah (HU), Kidma Ve'avoda (KiVe), Reshima Demokratit LeAravei Yisrael (RDAY) [Arab satellite lists].
Continuation caretaker cabinet remained in office after election on 26 July 1955.",,928,706,,,
1082,34,1974-03-10,Meir IV,0,http://en.wikipedia.org/wiki/Sixteenth_government_of_Israel,knesset,PM Meir resigned on 11 April 1974 following the publication of the interim report on the Yom Kippur War by the Agranat Commission.,,940,711,,,
1083,34,1959-07-05,Ben-Gurion XI,1,http://en.wikipedia.org/wiki/Eighth_government_of_Israel,knesset,"Minority cabinet was supported by Hakla'ut Ufituah (HU), Kidma Ve'avoda (KiVe), Reshima Demokratit LeAravei Yisrael (RDAY) [Arab satellite lists].",,931,706,,,
1084,34,1949-01-25,Ben-Gurion I,1,http://en.wikipedia.org/wiki/Provisional_government_of_Israel,,,,,704,,,
1085,23,2014-03-04,Ponta III,0,http://en.wikipedia.org/wiki/Ponta_III_Cabinet,reuters,"Cabinet won an investiture vote (yes: 346, no: 192) on 4 March 2014 in a joint sitting of parliament.
Minority cabinet was supported by People's Party (PP) and parliamentary group of ethnic minorities.
Cabinet ended on 27 November 2014 after the Democratic Union of Hungarians in Romania (UDMR) withdrew from the coalition.",,1043,787,229,,
1086,51,2014-03-14,Anastasiades II,0,https://en.wikipedia.org/wiki/First_Anastasiades_government,reuters,"Cabinet continued on 14 March 2014 when new ministers were sworn in after a change in party composition.
Cabinet ended with election on 22 May 2016.
",,1064,701,28,,
1087,20,1983-12-13,Ozal I,0,http://en.wikipedia.org/wiki/45th_government_of_Turkey,sonntag,,,,813,,,
1088,20,1987-12-21,Ozal II,0,http://en.wikipedia.org/wiki/46th_government_of_Turkey,"reuters, sonntag",,,1087,812,,,
1089,20,1990-11-09,Akbulut,0,http://en.wikipedia.org/wiki/47th_government_of_Turkey,"reuters, sonntag",,,1088,812,,,
1090,20,1991-06-23,Yilmaz I,0,http://en.wikipedia.org/wiki/48th_government_of_Turkey,sonntag,,,1089,812,,,
1091,20,1991-11-20,Demirel,0,http://en.wikipedia.org/wiki/49th_government_of_Turkey,reuters,,,1090,811,,,
1092,20,1993-06-25,Ciller I,0,http://en.wikipedia.org/wiki/50th_government_of_Turkey,reuters,"Cabinet was appointed on 25 June 1993.
PM Ciller resigned on 20 September 1995 after Republican People's Party (CHP, formerly SHP) withdrew from the coalition.",,1091,811,,,
1093,20,1995-10-31,Ciller III,1,http://en.wikipedia.org/wiki/52nd_government_of_Turkey,reuters,"Caretaker cabinet under PM Ciller was appointed on 31 October 1995 and won a confidence vote (yes: 243, no: 171) on 5 November.",,1096,811,,,
1094,67,2014-03-25,Katainen II,0,http://en.wikipedia.org/wiki/Jyrki_Katainen%27s_cabinet,"valt, yle","Cabinet continued on 25 March 2014 after a change in party composition.
Cabinet resigned on 16 June 2014 after PM Katainen withdrew.",Cabinet continued in office for less than three month but is included because PM Katainen resignation is not related to termination of previous cabinet. Hence these are two events with independent cabinet formations.,918,700,181,,
1095,75,2014-03-26,Roivas I,0,http://en.wikipedia.org/wiki/Taavi_R%C3%B5ivas%27_cabinet,reuters,"Cabinet was appointed on 26 March 2014.
Cabinet ended with election on 1 March 2015. ",,905,699,395,,
1096,20,1995-10-05,Ciller II,0,http://en.wikipedia.org/wiki/51st_government_of_Turkey,reuters,"Cabinet continued  after a change in party composition and was approved by President Demirel on 5 October 1995. 
Minority cabinet was supported by Democratic Left Party (DSP) and National Action Party (MHP).
Cabinet lost a confidence vote on 15 October (yes: 191, no: 230).",Coded as new cabinet because of meaningful investiture procedure.,1092,811,,,
1097,20,1996-03-06,Yilmaz II,0,http://en.wikipedia.org/wiki/53rd_government_of_Turkey,reuters,"PM Yilmaz was appointed on 6 March 1996 and the cabinet won a confidence vote (yes: 257, no: 207) on 12 March.
Minority cabinet was supported by the Democratic Left Party (DSP) in a confidence vote.
",,1093,810,,,
1098,20,1996-06-28,Erbakan,0,http://en.wikipedia.org/wiki/54th_government_of_Turkey,reuters,"PM Erbakan resigned on 18 June 1997 following a conflict with the military over secularism (""soft coup"").",,1097,810,,,
1099,20,1997-06-30,Yilmaz III,0,http://en.wikipedia.org/wiki/55th_government_of_Turkey,reuters,"Cabinet won a confidence vote (yes: 281, no: 256 , abstain: 2) on 12 July 1997.",,1098,810,,,
1100,20,1999-01-11,Ecevit I,1,http://en.wikipedia.org/wiki/56th_government_of_Turkey,reuters,Caretaker cabinet under PM Ecevit was appointed on 11 January 1999.,,1099,810,,,
1101,20,1999-05-28,Ecevit II,0,http://en.wikipedia.org/wiki/57th_government_of_Turkey,reuters,,,1100,809,,,
1103,43,2014-03-31,Valls I,0,http://en.wikipedia.org/wiki/Valls_Cabinet,reuters,"PM Valls was appointed on 31 March 2014 and the cabinet was appointed two days later. The cabinet won a confidence vote on 8 April (yes: 306, no: 239).
Cabinet resigned on 25 August over internal conflict.",,1038,782,219,,
1104,39,2014-05-10,Orban III,0,https://en.wikipedia.org/wiki/Third_Orb%C3%A1n_Government,reuters,"PM Orban was appointed on 10 May 2014.
Cabinet ended with election on 8 April 2018.",,846,814,249,,
1105,8,2002-10-16,Balkenende II,1,http://en.wikipedia.org/wiki/Netherlands_cabinet_Balkenende-1,reuters,Continuation caretaker cabinet remained in office on 16 October 2002 until the election on 22 January 2003.,,763,74,177,,
1106,34,1961-01-31,Ben-Gurion XIII,1,http://en.wikipedia.org/wiki/Ninth_government_of_Israel,knesset,"Minority cabinet was supported by Hakla'ut Ufituah (HU), Kidma vePituah (KP), Shituf VeAhvah (SV) [Arab satellite lists].
Continuation caretaker cabinet remained in office on 31 Jan 1961.
Cabinet ended on 30 May 1961 after Agudat Israel Workers (PAY) withdrew from coalition.",,932,707,,,
1107,34,2012-05-08,Netanyahu VI,0,http://en.wikipedia.org/wiki/Thirty-second_government_of_Israel,"knesset, reuters","Minority cabinet was supported by Yahadut HaTora HaMeuhedet (YH) with a deputy minister.
Cabinet continued on 8 May 2012 after a change in party composition.
Cabinet ended with early election on 22 January 2013.",,1032,721,,,
1108,34,1987-05-26,Shamir IV,0,http://en.wikipedia.org/wiki/Twenty-second_government_of_Israel,knesset,Cabinet ended with election on 1 November 1988. 	,,951,714,,,
1110,67,2014-06-24,Stubb I,0,http://en.wikipedia.org/wiki/Alexander_Stubb%27s_cabinet,"reuters, yle","PM Stubb won an investiture vote (yes: 96, no: 76) on 23 June 2014 and cabinet was appointed a day later.
Cabinet ended on 20 September 2014 after the Green League (VIHR) withdrew from the coalition.",,1094,700,823,,
1111,34,1981-08-05,Begin III,0,http://en.wikipedia.org/wiki/Nineteenth_government_of_Israel,knesset,Cabinet ended on 5 July 1982 with a change in party composition. ,,946,713,,,
1112,34,1982-07-26,Begin IV,0,http://en.wikipedia.org/wiki/Nineteenth_government_of_Israel,"knesset, nyt","Cabinet continued on 26 July 1982 after a change in party composition.
On 30 August 1983, PM Begin announced his resignation because of poor health and resigned on 15 September.",,1111,713,,,
1113,34,1983-10-10,Shamir I,0,http://en.wikipedia.org/wiki/Twentieth_government_of_Israel,"jta, knesset, nyt","Cabinet won an investiture vote on 10 October 1983 (yes: 60, no: 53, abstain: 1).
Cabinet ended on 31 January 1984 after the Movement for the Renewal of Social Zionism (THTH) withdrew from coalition.",,1112,713,,,
1114,34,1984-01-31,Shamir II,0,http://en.wikipedia.org/wiki/Twentieth_government_of_Israel,knesset,"Cabinet continued on 31 January 1984 after a change in party composition.
Cabinet ended with election on 23 July. ",,1113,713,,,
1115,34,1984-09-13,Peres I ,0,http://en.wikipedia.org/wiki/Twenty-first_government_of_Israel,knesset,"Minority cabinet was supported by Agudat Yisrael (AY) with a deputy minister.
Cabinet was appointed on 13 September 1984.
Cabinet resigned on 20 October 1986 when Shamir replaced PM Peres according to the principle of rotation in the premiership.",,1114,714,,,
1117,34,1990-03-15,Shamir VI,1,http://en.wikipedia.org/wiki/Twenty-third_government_of_Israel,"knesset, reuters",Continuation caretaker cabinet remained in office on 15 March 1990 until a new cabinet was formed. ,,953,715,,,
