id,country_id,family_id,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,data_source,description,comment,cmp,euprofiler,ees,morgan,castles_mair,huber_inglehart,ray,benoit_laver,chess,old_countryID,old_partyID
1804,37,14,PBPA,People Before Profit Alliance,People Before Profit Alliance,People Before Profit Alliance,,http://en.wikipedia.org/wiki/People_Before_Profit_Alliance,,Party formed in October 2005. ,,,,,,,,,,,,
1806,35,16,SJ,Sarajevo List,Sarajevolistan,Sarajevolistan,,http://en.wikipedia.org/wiki/Sarajevo_List,,New party formed in 1995 for the EP election.,,,,,,,,,,,,
1812,5,12,vac,vacancy,vacancy,vacancy,,,,,,,,,,,,,,,,
1816,34,40,YB,Israel Our Home,Yisrael Beiteinu,Yisrael Beiteinu,שרא,http://en.wikipedia.org/wiki/Yisrael_Beiteinu,,Party formed in 1999 as a split from Likud (L) by Avigdor Liebermann. ,,72625,,,,,,,,,,
1821,34,16,HDM,United Religious Front,Hazit Datit Meuhedet,Hazit Datit Meuhedet,חזית דתית מאוחדת‎,http://en.wikipedia.org/wiki/United_Religious_Front,,,,,,,152,,,,,,,
1822,34,6,MP,Progressive Party,Miflaga Progresivit,Miflaga Progresivit,מפלגה פרוגרסיבית‎,http://en.wikipedia.org/wiki/Progressive_Party_%28Israel%29,,,,,,,149,,,,,,,
1824,34,16,RDN,Democratic List of Nazareth,Reshima Demokratit shel Natzrat,Reshima Demokratit shel Natzrat,רשימה דמוקרטית של נצרת,http://en.wikipedia.org/wiki/Democratic_List_of_Nazareth,,,,,,,,,,,,,,
1827,34,16,HHT,Yemenite Association,Hitahdut HaTeimanim,Hitahdut HaTeimanim,התאחדות התימנים‎,http://en.wikipedia.org/wiki/Yemenite_Association,,New party formed in 1923.,,,,,,,,,,,,
1828,34,16,HaMi,Mizrachi Workers,Hapoel HaMizrachi,Hapoel HaMizrachi,הפועל המזרחי‎,http://en.wikipedia.org/wiki/Hapoel_HaMizrachi,,,,,,,,,,,,,,
1829,34,16,RDAY,Democratic List for Israeli Arabs,Reshima Demokratit LeAravei Yisrael,Reshima Demokratit LeAravei Yisrael,القائمة الديموقراطية لعرب إسرائيل‎ – רשימה דמוקרטית לערביי ישראל‎,http://en.wikipedia.org/wiki/Democratic_List_for_Israeli_Arabs,,New party formed for 1951 election.,,,,,,,,,,,,
1831,34,26,SVM,Sephardim and Oriental Communities,Sfaradim VeEdot Mizrah,Sfaradim VeEdot Mizrah,ספרדים ועדות מזרח‎,http://en.wikipedia.org/wiki/Sephardim_and_Oriental_Communities,,,,,,,,,,,,,,
1832,34,16,PAY,Agudat Israel Workers,Poalei Agudat Yisrael,Poalei Agudat Yisrael,פועלי אגודת ישראל‎,https://en.wikipedia.org/wiki/Poalei_Agudat_Yisrael,‎,,,,,,147,,,,,,,
1833,34,16,Mizrahi,Spiritual Centre,HaMizrahi – Merkaz Ruhani,HaMizrahi -- Merkaz Ruhani,המזרחי‎,http://en.wikipedia.org/wiki/Mizrachi_%28political_party%29,,,,,,,,,,,,,,
1834,34,16,KiVe,Progress and Work,Kidma Ve'avoda,Kidma Ve'avoda,קידמה ועבודה‎ – الزراعة والتطوير‎,http://en.wikipedia.org/wiki/Progress_and_Work,,New party formed for 1951 election.,,,,,,,,,,,,
1835,34,16,HU,Agriculture and Development,Hakla'ut Ufituah,Hakla'ut Ufituah,"زراعة وتطوير‎, – חקלאות ופיתוח‎",http://en.wikipedia.org/wiki/Agriculture_and_Development,,New party (organisation) formed for 1951 election.,,,,,,,,,,,,
1837,34,16,HDT,Religious Torah Front,Hazit Datit Toratit,Hazit Datit Toratit,חזית דתית תורתית‎,http://en.wikipedia.org/wiki/Religious_Torah_Front,,Electoral alliance formed for 1955 election.,,,,,155,,,,,,,
1838,34,16,KP,Progress and Development,Kidma vePituah,Kidma vePituah,تقدم وتطور‎ – קידמה ופיתוח‎,http://en.wikipedia.org/wiki/Progress_and_Development,,New party formed for the 1959 election.,,,,,,,,,,,,
1839,34,16,SV,Cooperation and Brotherhood,Shituf VeAhvah,Shituf VeAahvah,مشاركة وأخوة‎ – שיתוף ואחווה‎,http://en.wikipedia.org/wiki/Cooperation_and_Brotherhood,,New party formed for 1959 election.,,,,,,,,,,,,
1841,34,26,RM,National List,Reshima Mamlakhtit,Reshima Mamlakhtit, (Hebrew: רשימה ממלכתית‎,http://en.wikipedia.org/wiki/National_List,,,,,,,154,,,,,,,
1845,34,40,FS,Flatto-Sharon,Flatto-Sharon,Flatto-Sharon,,http://en.wikipedia.org/wiki/Development_and_Peace_%28political_party%29,,New party formed for 1977 election.,,,,,,,,,,,,
1846,34,16,Raam,United Arab List,al-Qā'ima al-'Arabiyya al-Muwaḥḥada,al-Qa'ima al-'Arabiyya al-Muwahhada,القائمة العربية الموحدة‎,http://en.wikipedia.org/wiki/United_Arab_List,,Party formed in the 1970s.,,,,,,,,,,,,
1850,34,6,Shinui,Change,Shinui,Shinui,שִׁינּוּי,http://en.wikipedia.org/wiki/Shinui,,New party formed in 1974.,,72413,,,,,,,6572,,,
1862,34,26,G-96,Bridge -- 1996,Gesher – 1996,Gesher -- 1996,גֶּשֶׁר,http://en.wikipedia.org/wiki/Gesher_%28political_party%29,,,,,,,,,,,,,,
1863,34,6,MiHa,Centre Party,Mifleget Hamerkaz,Mifleget Hamerkaz,מִפְלֶגֶת הַמֶרְכָּז,http://en.wikipedia.org/wiki/Centre_Party_%28Israel%29,,,,,,,,,,,,,,
1867,34,11,Meimad,Meimad,Medina Yehudit Medina Demokratit,Medina Yehudit Medina Demokratit,"מדינה יהודית, מדינה דמוקרטית‎",http://en.wikipedia.org/wiki/Meimad,,New party formed in 1999 based on Meimad movement founded in 1988.,,,,,,,,,,,,
1870,34,6,Kadima,Forward,Kadima,Kadima,קדימה‎,http://en.wikipedia.org/wiki/Kadima,,,,,,,,,,,,,,
1873,34,16,Gil,Pensioners of Israel,Gimla'ey Israel,Gimla'ey Israel,גימלאי ישראל‎,http://en.wikipedia.org/wiki/Dor_(political_party),,New party formed for 1996 election.,,,,,,,,,,,,
1889,34,6,MeHo,Free Centre,HaMerkaz HaHofshi,HaMerkaz HaHofshi,המרכז החופשי‎,http://en.wikipedia.org/wiki/Free_Centre,,,,,,,,,,,,,,
1891,21,14,IA,Community of the People,Inuit Ataqatigiit,Inuit Ataqatigiit,,http://en.wikipedia.org/wiki/Inuit_Ataqatigiit,,New party formed in 1976.,,,,,,,,,,,,
1892,21,26,Sbf,Union Party (Faroe Islands),Sambandsflokkurin,Sambandsflokkurin,,http://en.wikipedia.org/wiki/Union_Party_%28Faroe_Islands%29,,New party formed in 1906.,,,,,,,,,,,,
1894,21,11,Jf,Social Democratic Party (Faroe Islands),Javnaðarflokkurin,Javnadarflokkurin,,http://en.wikipedia.org/wiki/Javna%C3%B0arflokkurin,,New party formed on 25 September 1925. ,,,,,,,,,,,,
1897,33,28,SPA,Services Party of Australia,Services Party of Australia,Services Party of Australia,,http://en.wikipedia.org/wiki/Services_Party_of_Australia,,,,,,,,,,,,,,
1898,33,26,PP,Protectionist Party,Protectionist Party,Protectionist Party,,http://en.wikipedia.org/wiki/Protectionist_Party,,,,,,,,,,,,,,
1903,33,28,INAT,Independet Nationalist,Independet Nationalist,Independet Nationalist,,,,,,,,,,,,,,,,
1904,33,6,EC-SA,Emergency Committee (SA),Emergency Committee (SA),Emergency Committee (SA),,http://en.wikipedia.org/wiki/Emergency_Committee_of_South_Australia,,New party formed in 1931.,,,,,,,,,,,,
1905,33,40,NAT,Nationalist Party of Australia,Nationalist Party of Australia,Nationalist Party of Australia,,http://en.wikipedia.org/wiki/Nationalist_Party_of_Australia,,,,,,,,,,,,,,
1906,33,6,WAP,Western Australian Party,Western Australian Party,Western Australian Party,,http://en.wikipedia.org/wiki/Western_Australian_Party,,New party formed in 1906. ,,,,,,,,,,,,
1908,33,14,SL-NSW,State Labor Party (NSW),State Labor Party (NSW),State Labor Party (NSW),,http://en.wikipedia.org/wiki/State_Labor_Party,,,,,,,,,,,,,,
1911,33,16,SCP,Social Credit Party,Social Credit Party,Social Credit Party,Social Credit Party,http://en.wikipedia.org/wiki/Social_Credit_Party_%28Australia%29,,Also known as Douglas Credit Party.,,,,,,,,,,,,
1912,33,26,UAP,United Australia Party,United Australia Party,United Australia Party,,http://en.wikipedia.org/wiki/United_Australia_Party,,United Australia Party (UAP) was formed by a merger of Nationalist Party of Australia (NAP) and Labor Party (ALP) defectors.,,,,,,,,,,,,
1913,33,2,FS-NSW,Farmers and Settlers (NSW),Farmers and Settlers (NSW),Farmers and Settlers (NSW),,,,,,,,,,,,,,,,
1914,33,26,CPP-V,Country Progressive Party (Vic),Country Progressive Party (Vic),Country Progressive Party (Vic),,http://en.wikipedia.org/wiki/Country_Progressive_Party,hug-68,,,,,,,,,,,,,
1917,33,26,IPP-V,Independent Protectionist Party (Vic),Independent Protectionist Party (Vic),Independent Protectionist Party (Vic),,,,,,,,,,,,,,,,
1918,33,28,NF-NSW,Nationalist and Farmers (NSW),Nationalist and Farmers (NSW),Nationalist and Farmers (NSW),,,,,,,,,,,,,,,,
1919,33,11,LCL,Liberal and Country League,Liberal and Country League,Liberal and Country League,,http://en.wikipedia.org/wiki/Liberal_and_Country_League,,,,,,,,,,,,,,
1920,33,26,VCP,Victorian Country Party,Victorian Country Party,Victorian Country Party,,,,Victoria branch of the country party,,,,,,,,,,,,
1922,33,14,CPA,Communist Party of Australia,Communist Party of Australia,Communist Party of Australia,,http://en.wikipedia.org/wiki/Communist_Party_of_Australia,,New party formed in October 1920.,,,,,,,,,,,,
1925,33,26,NAT-WA,Nationalist,Nationalist,Nationalist,,,,,,,,,,,,,,,,
1927,33,6,LD-NSW,Liberal Democratic Party (New South Wales),Liberal Democratic Party (New South Wales),Liberal Democratic Party (New South Wales),,http://en.wikipedia.org/wiki/Liberal_Democrat_Party_%28Australia%29,,Party formed on 16 April 1943 as split from United Australia Party (UAP).,,,,,,,,,,,,
1928,33,26,QC,Queensland Country Party,Queensland Country Party,Queensland Country Party,,,,,,,,,,,,,,,,
1929,33,2,VFU-V,Victorian Farmers' Union,Victorian Farmers' Union,Victorian Farmers' Union,,http://en.wikipedia.org/wiki/Victorian_Farmers_Union,,New party formed in 1917.,,,,,,,,,,,,
1935,33,26,ACP-V,Australian Country Party (Vic),Australian Country Party (Vic),Australian Country Party (Vic),,http://en.wikipedia.org/wiki/Australian_Country_Party,,New party formed in 1920. ,,,,,,,,,,,,
1936,33,28,OPA,One Parliament for Australia,One Parliament for Australia,One Parliament for Australia,,http://en.wikipedia.org/wiki/One_Parliament_for_Australia,,,,,,,,,,,,,,
1938,33,6,FTP,Free Trade Party,Free Trade Party,Free Trade Party,,http://en.wikipedia.org/wiki/Anti-Socialist_Party,,,Also known as Australian Free Trade and Liberal Association.,,,,,,,,,,,
1939,33,2,LCP-V,Liberal Country Party (Vic),Liberal Country Party (Vic),Liberal Country Party (Vic),,,,,,,,,,,,,,,,
1941,33,12,IUAP-NSW,Independent UAP (NSW),Independent UAP (NSW),Independent UAP (NSW),,,,,,,,,,,,,,,,
1942,55,26,RP,Reform Party,Reformu partija,Reformu partija,,http://en.wikipedia.org/wiki/Reform_Party_(Latvia),,"New party formed on 23 July 2011.
Party did not participate in the 2014 election because of an electoral pact with Unity.",,,,,,,,,,2411,,
1945,74,6,RP,Your (Palikot's) Movement,Twój Ruch (Palikota),Twoj Ruch (Palikota),,http://en.wikipedia.org/wiki/Palikot%27s_Movement,pr,Founded by former Citizen's Platform (PO) MP Janusz Palikot and officially registered on 1 June 2011.,,,,,,,,,,,,
1946,60,40,LIPA,Party Lime Tree,Stranka Lipa,Stranka Lipa,,http://en.wikipedia.org/wiki/Lipa_(political_party),,"Party formed on 1 March 2008 by former Slovenia National Party (SNS) MPs (Sašo Peče, Barbara Žgajner Tavš and Boštjan Zagorac).",,,,,,,,,,,,
1951,40,11,GV,Grutli Society,Grütliverein –  Grutléen,Gruetli Society --  Grutleen,,http://de.wikipedia.org/wiki/Gr%C3%BCtliverein,,"New party formed in 1901. 
The Grütli Society was originally a Workers Association, founded in 1838 and merged with the Social Democratic Party in 1901, but kept the status of an autonomous organisation. The formal dissolution was in 1925, when the Grütli Society entirely merged with the Social Democratic Party.",,,,,,,,,,,,
1954,40,40,UDE,National Union,Union de défense économique,Union de defense economique,,http://www.hls-dhs-dss.ch/textes/d/D17406.php,,New party formed in 1923. ,,,,,,,,,,,,
1957,40,19,BHB,Young Peasants Movement,Bauernheimatbewegung – Jeunes paysans,Bauernheimatbewegung -- Jeunes paysans,,http://de.wikipedia.org/wiki/Bauernheimatbewegung,,,,,,,,,,,,,,
1960,40,6,LF/PEB,Liberal Socialist Party,Liberalsozialistische Partei / Freiwirtschaftliche Bewegung – Parti d'économie franche,Liberalsozialistische Partei / Freiwirtschaftliche Bewegung -- Parti d economie franche,,http://de.wikipedia.org/wiki/Liberalsozialistische_Partei,,New party formed in 1925.,,,,,,,,,,,,
1964,40,28,EJ,Agreement Jura,Entente jurassienne,Entente jurassienne,,http://fr.wikipedia.org/wiki/Entente_jurassienne,,,,,,,,,,,,,,
1967,40,12,KHM,Committee Herbert Maeder,Komitee Herbert Maeder,Komitee Herbert Maeder,,http://de.wikipedia.org/wiki/Herbert_M%C3%A4der,,Single candidate announced in 1983.,,,,,,,,,,,,
1968,11,14,DLP,Democratic Labour Party,Democratic Labour Party,Democratic Labour Party,,http://en.wikipedia.org/wiki/Democratic_Labour_Party_%28New_Zealand%29,nyt,"John A. Lee, an undersecretary, was expelled from the Labour party on 25 March 1940 (NYT) and formed Democratic Labour party (Aimer 1985, 850).",,,,,,,,,,,,
1969,34,40,Kach,Thus,Kach,Kach,"כ""ך",http://en.wikipedia.org/wiki/Kach_and_Kahane_Chai,,New party formed in 1971.,,,,,,,,,,,,
1970,39,11,DK,Democratic Coalition,Demokratikus Koalíció,Demokratikus Koalicio,,http://en.wikipedia.org/wiki/Democratic_Coalition_%28Hungary%29,pol-hu,Party formed on 22 October 2011 as split from the Hungarian Socialist Party (MZSP) by former PM Ferenc Gyurcsány. 10 MZSP MPs formed a new party group in parliament.,,,,,,,,,,,,
1972,11,16,Mana,Mana Party,Mana Party,Mana Party,,http://en.wikipedia.org/wiki/Mana_Party_%28New_Zealand%29,"ec-nz, nz-parl",MP Harawira left the Māori Party on 23 February 2011 and later formed the Mana Party on 7 May (New Zealand Parliament). It was registred on 24 June (Electoral Commission).,,,,,,,,,,,,
1973,11,26,CP,Conservatice Party of New Zealand,Conservative Party of New Zealand,Conservative Party of New Zealand,,http://en.wikipedia.org/wiki/Conservative_Party_of_New_Zealand,"ec-nz, nzhe",New party announced by Colin Craig on 3 August 2011 (The New Zealand Herald) and registered on 6 October (Electoral Commission).,,,,,,,,,,,,
1987,60,11,LZJ-PS,Zoran Jankovic's List -- Positive Slovenia,Lista Zorana Jankovića – Pozitivna Slovenija,Lista Zorana Jankovica -- Pozitivna Slovenija,,http://en.wikipedia.org/wiki/Positive_Slovenia,,New party formed on 22 October 2011.,,,,,,,,,,,,
1988,60,6,DL,Civic List,Državljanska lista,Drzavljanska lista,,http://en.wikipedia.org/wiki/Gregor_Virant%27s_Civic_List,,"New party formed 21 October 2011 as Gregor Virant's Civic List (Državljanska lista Gregorja Viranta) by former minister Gregor Virant for the 2011 election.
It was renamed into Citizens' List (Državljanska lista) on 24 April 2012.",,,,,,,,,,,,
1989,60,11,TRS,Party for Sustainable Development of Slovenia,Stranka za trajnostni razvoj Slovenije,Stranka za trajnostni razvoj Slovenije,,http://sl.wikipedia.org/wiki/Stranka_za_trajnostni_razvoj_Slovenije,,Party formed on 1 October 2011. ,,,,,,,,,,,,
2001,26,12,PC,Prime minister,Presidente del Consiglio dei ministri,Presidente del Consiglio dei ministri,,,,Non-partisan prime minister,Included to avoid false matches with election results.,,,,,,,,,,,
2002,23,11,UNPR,National Union for the Progress of Romania,Uniunea Naţională pentru Progresul României,Uniunea Nationala pentru Progresul Romaniei,,http://en.wikipedia.org/wiki/National_Union_for_the_Progress_of_Romania,ager,,,,,,,,,,,,,
2003,33,11,NL,National Labor,National Labor,National Labor,,http://en.wikipedia.org/wiki/National_Labor_Party,hug-68,,,,,,,,,,,,,
2004,56,26,Thve,Common Wealth Party,Þjóðveldisflokkurinn,Tjodveldisflokkurin,,"http://en.wikipedia.org/wiki/Icelandic_parliamentary_election,_October_1942","alth, mchale","Splinter group of right-wing Independence Party (Sj) members formed in 1941 (McHale 1983, 520).",,,,,,,,,,,,
2005,56,26,Lve,Republican Party,Lýðveldisflokkurinn,Lydveldisflokkurinn,,http://is.wikipedia.org/wiki/Al%C3%BEingiskosningar_1953,mchale,"Splinter group of right-wing Independence Party (Sj) members formed in 1953 (McHale 1983, 525).",,,,,,,,,,,,
2007,15,26,LiCS-TPP,United Faction of the Liberal and Centre Union and Nations Resurrection Party,Liberaly ir centro sąjunga ir Tautos prisikelimo partija,Liberaly ir centro sajunga ir Tautos prisikelimo partija,,http://en.wikipedia.org/wiki/Liberal_and_Centre_Union,"ejpr, elta",,,,,,,,,,,,,
2009,8,19,Groen,The Greens,De Groenen,De Groenen,,http://en.wikipedia.org/wiki/De_Groenen,,New party formed on  17 December 1983.,New party competing with GreenLeft (GL) in elections.,,,,,,,,,,,
2011,29,6,L-P,Liberal-Progressive,Liberal-Progressive,Liberal-Progressive,,http://en.wikipedia.org/wiki/Liberal-Progressive,,New party formed in 1925.,,,,,,,,,,,,
2013,1,6,ZZ,"Change from the Bottom, DU","Zmena zdola, DÚ","Zmena zdola, DU",,"https://sk.wikipedia.org/wiki/Zmena_zdola,_Demokratická_únia_Slovenska",,Party formed on 7 September 2000 as split from Democratic Union (DU).,,,,,,,,,,,,
2015,1,14,99%,99 Percent -- Civic Voice,99% – občiansky hlas,99% -- obciansky hlas,,http://de.wikipedia.org/wiki/99%25_%E2%80%93_ob%C4%8Diansky_hlas,,New party formed on 6 December 2011. ,,,,,,,,,,,,
2019,60,16,SO,Slovenia is Ours,Slovenija je naša,Slovenija je nasa,,http://en.wikipedia.org/wiki/Slovenia_is_ours,,New party formed in 2004.,,,,,,,,,,,,
2022,60,16,GZS,Voice of Slovenian women,Glas žensk Slovenije,Glas zensk Slovenije,,http://sl.wikipedia.org/wiki/Glas_%C5%BEensk_Slovenije,,New party formed in 2000. ,,,,,,,,,,,,
2024,68,6,STAN,Mayors and Independents,Starostové a nezávislí,Starostove a nezavisli,,http://en.wikipedia.org/wiki/Mayors_and_Independents,,New party formed on 19 August 2004.,"STAN grew out of NSK (Nezávislí starostové pro kraj, Independent Mayors for the Region) which did not comply with the coding requirements for ParlGov. Therefore coded as new party.",,,,,,,,,,,
2025,15,16,Zp,Samogitian Party,Žemaičių partija,Zemaiciu partija,,http://en.wikipedia.org/wiki/Samogitian_Party,,New party formed in April 2008.,,,,,,,,,,,,
2026,15,40,Tpp,Party of National Progress,Tautos pažangos partija,Tautos pazangos partija,,http://en.wikipedia.org/wiki/Party_of_National_Progress,,New party formed in 1994. ,,,,,,,,,,,,
2028,27,14,PTE-UC,Workers' Party of Spain -- Communist Unity,Partido de los Trabajadores de España-Unidad Comunista,Partido de los Trabajadores de Espana -- Unidad Comunista,,http://en.wikipedia.org/wiki/Workers%27_Party_of_Spain_%E2%80%93_Communist_Unity,,Party formed on 9 October 1985.,,,,,,,,,,,,
2029,75,12,I-IT,Independent -- Indrek Tarand,Independent – Indrek Tarand,Independent -- Indrek Tarand,,http://en.wikipedia.org/wiki/Indrek_Tarand,,,,,,,,,,,,,,
2030,75,12,I-MH,Independent -- Martin Helme,Independent – Martin Helme,Independent -- Martin Helme,,http://et.wikipedia.org/wiki/Martin_Helme,,,,,,,,,,,,,,
2031,75,12,I-DK,Independent -- Dimitri Klenski,Independent – Dimitri Klenski,Independent -- Dimitri Klenski,,http://et.wikipedia.org/wiki/Dimitri_Klenski,,,,,,,,,,,,,,
2033,68,40,PB,Right Bloc,Pravý Blok,Pravy Blok,,http://cs.wikipedia.org/wiki/Prav%C3%BD_Blok,,New party formed on 29 March 1996. ,,,,,,,,,,,,
2034,54,12,no-seat,no seat,no seat,no seat,,,,Largest party that won no seats in an election and less than one percent vote share.,Only coded if there are no other observations for the party. Party name included in 'description' of election result.,,,,,,,,,,,
2036,15,16,LTMA,Alliance of the Lithuanian National Minorities,Lietuvos tautinių mažumų aljansas,Lietuvos tautiniu mazumu aljansas,,,,,,,,,,,,,,,,
